ResponseId,StartDate,OverallSatisfaction,OpenResponse,QuestionCategory
R_3k0yDCcGgN5zn39,12/5/18 16:45,4,"Actual homework bits are'nt bad. Its nice to have the problem templetes to work from. The videos are'nt that great though. Would be nice to instead have the steps spelled out more in the ""show solution"" button. Like make it optional. x+2+3 = x +5 [Show more] --> Added 2 and 3.",1
R_2dEEvbpw0gEonmp,12/3/18 12:27,7,actually it wasn't that complicated ---I finally figured it out,2
R_27OMf3yK9J0KyVk,3/18/19 8:38,8,Actually purchasing the service was straightforward.,3
R_2pVr8nfuEFV56dw,9/29/20 12:30,9,"Actually, I love it. I really enjoy being able to practice with publisher1. Sometimes the technical part can be a little frustrating. I do not like to chat. Phone calls require a lot of waiting, but people answering are always kind and helpful. I also like the flashcards and all the various exercises and repetitions in different ways. It is really an excellent course. ",1
R_3PLyD6fbkepCsNj,4/24/20 16:06,10,"Actually, our instructor only needs us to access the textbook.",1
R_ZLbkmGqht1TVFLj,2/1/19 5:19,10,Add some nursing books ,1
R_2VDdOL46FUWrcwy,5/2/19 3:15,3,Added courses stuck and they cannot be removed. No trash icon available on some courses. Apple mobile devices cannot tap on remove button after hitting trash icon. Responsiveness or web touch failed! iPhone SE users cannot scroll up or down when browsing books in catalogue. ,5
R_3jVcPNrUJ5Tu8y9,2/13/19 15:38,9,Adding books,4
R_Y3oz2A0uiAUKWit,2/15/20 17:09,5,adding courses is difficult and had to buy all the courses ,1
R_1Ckl3opREZt2tE7,11/30/18 13:25,7,adding more to the mobile app would be great ,1
R_30qnbMsnQ83IzAz,4/28/19 18:55,5,Adding textbooks to your dashboard is not user friendly. ,1
R_1OjnjGQ2DrV32HP,4/24/19 20:16,6,Adobe flash hit me right when finals came around and homework became a factor in whether i pass or not.,1
R_2TWXWkUeJpCWvba,2/5/19 21:55,9,"Ads were super annoying. I'm a college student, I'll get it if I need it. Also, the free trial stopped me from being able to buy any books full price.",2
R_3jYy6BmZFC2Kovg,4/14/20 10:31,10,Adult learner finding this program resource extremely effective...,1
R_1C9HepLaWL2GPZo,4/24/19 20:54,1,Advertised features are not available. Book pages are not available for following along with class using hard cover book. ,5
R_1n0FuKql4mJ2X48,2/9/19 18:44,5,Advertisement was untrue regarding extras or other offers you get with signing up were untrue.  I received no free access to product3 or discount for subscriptions to anything else.,2
R_1LXyBfpgv0VNUrl,6/14/19 22:41,10,affordable,1
R_tSYRwAlYkf7B1ZL,4/30/19 12:07,10,Affordable,1
R_1LA9cyu3Efw37HV,6/12/19 10:52,10,Affordable and reasonable! ,4
R_1gvyatNUMx1V8HX,10/18/20 18:38,10,affordable easy to access,1
R_2WBTSBOl2nnlHMb,1/21/20 12:23,10,Affordable price,1
R_2aRYKgMNV6SgnoL,3/9/20 15:09,10,"Affordable pricing, ebook is very useful, good interface, works on mobile and computers, useful tools such as read text.",1
R_2Wu0l54N7EhiZpL,11/27/20 15:07,10,"Affordable, easy to learn and effecient.",1
R_24dXI8XU8RvgfeS,2/13/20 15:47,9,"Affordable, user-friendly, great practice tools",1
R_1eCRikbzwOGqJ9Q,11/30/18 21:05,8,Aforementioned,3
R_1k041zhmDVUs4X8,4/6/20 14:18,8,"After a few technical hiccups, everything about the service is intuitive and helpful.",1
R_3J2T7pfXUrbubFN,9/23/20 17:58,4,"After completing a platform1 exercise, it takes you back to the top.  Ridiculous! ",1
R_2WSbReSF73oTVqx,4/20/19 14:38,9,After learning how to navigate the site it was easy to use.,1
R_1EdpzPeSlaQ767m,1/29/19 18:49,5,"After paying for the product2 subscription I could not access my ebook. There is no instructions on what to do once you paid. I do see you get a email invoice after paying, but there is nothing in that email telling you how to navigate the site to get what I want. It took me 4 days to finally figure out what I did wrong. Even so, I submitted a case id to get help from support. I still have not heard back from no one. I even wanted a refund.",2
R_86RNgwPvSRo4Kg9,4/23/19 8:45,8,"After playing around on the site, I was able to easily find what I was looking for for my class.",4
R_Z2yuv5Xj9WSVDQl,2/26/19 17:26,1,"After purchase, I requested a refund twice but I haven't received an email or other notice since my purchase.",3
R_eD9InXBwHNjmAMh,10/12/18 20:10,6,"After purchasing there were issues accessing the book, on occasion I could though the digital course but sometimes still could not. Somehow that was resolved but there was no notification until I just happened to try again. Otherwise the site would bump me to a separate 'cart' page and keep adding the product to the cart.",3
R_AcHpBBLIGevMEPT,2/18/19 21:34,1,after purchasing product2 I'm not able to gain access into a specific current course i'm taking,3
R_2SiQcXvNsckQTsE,10/7/18 22:08,10,"After signing in, it would be easier if it opened straight up to the dashboard.  My first time using it I had trouble finding it. 
",1
R_3P7w65J4sHtTjMv,11/28/18 20:42,10,"After signing up for a publisher1 platform1 course, having a duplicate book available without platform1 made it a bit confusing as to which I should be accessing.",4
R_2fvOJYePEmGJFP3,11/7/18 15:57,1,after signing up I was locked out of account for weeks.,2
R_3es5SD9y93wXIA9,4/26/20 15:42,9,"after submission we should be able to look at an alternative way of solving this. Solutions are not provided so if we missed something, we have no means of learning that",1
R_2q7tJ1aHwvcUDZR,4/12/20 20:01,1,After ten minutes the website signs you out and you have to log back in. Sometimes my work doesn't even get saved when this happens which is extremely frustrating. ,1
R_3NXpT6VvT6VSqIO,3/23/20 22:47,2,"After the book was downloaded into my account I cannot open it at all, and I need to get certain parts of this book read before April 1st when my first assignment is due, please help!",1
R_3R6NRUZZCeZR7gd,3/19/20 0:38,8,"After the grading, one cannot print answers which would be helpful come time to study.",1
R_xtIhXYojObVK06J,11/20/18 11:53,8,"after the three month mark of my purchase, the program started becoming more difficult to load, constantly crashes. ",1
R_Tbiz8piA8MkjYw9,1/30/19 9:50,4,"After upgrading, it was difficult to tell if my transaction had gone through or not. ",3
R_3lWC60dNOrp6gh2,9/9/18 14:45,7,"After you completed all attempts on an answer and still have not gotten it right, it should show the correct answer.",1
R_1laiYiVXWltu4Ii,3/16/20 12:58,3,after you learn to operate /publisher1 it is easy and helpful,1
R_2SoYLfVUtx9UK0n,2/8/19 15:42,7,again refer to my previous statement,4
R_1IFopNjVBUUR2aa,9/25/19 11:06,7,Again-- the in textbook graph is kind of awful. ,5
R_UVI92UXIdzOJq5X,2/14/20 23:46,10,Again very easy and great support,3
R_sZFVgUaptDwXhSh,3/29/20 18:24,4,"Again, I can't use half of the features since the teachers only use the BOOK, and not your lesson plans which I don't want them to do it's bullshit you've locked away the full book addons behind that.",5
R_3Jq0g7uT7JyUZpV,2/27/20 18:49,8,"Again, I like the content but I'd like to see more practice quizzes online (not just in the app), more games to test knowledge (especially with vocabulary), and more interactive content in the online book (like active links to outside resources, maybe YouTube videos on the subject, or additional in-depth knowledge on a subject that too extensive to cover in the book).",4
R_pzLvI3Ikiv5BsSl,2/8/19 14:29,5,"Again, I only use the book and not the extra stuff that would help me in my class",4
R_1eRTm2RjvFJqwql,10/19/18 11:44,6,"Again, I was able to purchase the physical code from the bookstore, but I was unable to get publisher1 upon entering the code until further contact with customer service.",3
R_3rIHPCDFefc1QA0,9/20/18 17:17,5,"Again, i was supposed to get credit for a previous purchase",3
R_2f98cXCC4tl5hWJ,3/20/19 8:45,1,"Again, it never pops up first. I always have to go search for it. ",4
R_2eUp1K5EpWTB9Tm,3/28/19 15:23,3,"Again, just fix your automatic logout 'feature'",3
R_WvAdHl348Fg9VAJ,1/14/19 22:41,8,"Again, just wanting a more streamlined experience between platform1 and publisher1.",4
R_SPMDZYOgDtyYrYt,2/19/20 12:02,10,"Again, navigation is simple.",4
R_C1Pd8zKTaN8OZb3,2/3/20 3:14,6,"Again, no having offline access is infurating. Additionally, when working on long assignments (like  my calculus homework); I will have to sign in multiple times/get signed out; which can interfere with the pace of studying.",5
R_wZXlf13XFdsQlk5,2/25/20 14:12,3,"Again, no page numbers. No indication of how to find audio or videos. SO many activities, very difficult to tell which ones are required",4
R_1ltaM4DXPsFcdLV,3/18/20 6:20,4,"Again, print textbooks are delayed. If the class is listed and the instructor doesn't use the homework or class shell, then the textbook is full price DESPITE having paid to have access to the class and it's listed on the University class offerings in publisher1.  ",4
R_117Th0xYMPvBozL,3/17/19 22:39,4,"Again, terrible user interface. Doesn't always load properly.",3
R_3DthJqms6AacOhx,3/3/19 20:18,1,"Again, the content is not accessible. We have tried going to our orders, we have tried our rentals, we have tried using the key provided by his teacher, we have tried accessing it through the order confirmation email.",4
R_OKcQ6FL5Jt895kt,4/2/19 23:40,10,"Again, the interface is user-friendly. ",4
R_2wbCXkM7o7VAZZe,2/3/20 16:15,6,"Again, the price was too much, but I do like the access to homework and such. ",5
R_0jsSoscvMUaHB8l,11/13/18 19:15,4,"Again, the process was unclear. It's done purposefully, so I'm not sure what the point of this quiz is.",4
R_1lAUEaGrv9gBEY6,11/27/18 8:48,4,"Again, this relates to the embarrassingly slow website that publisher1 has. ",3
R_3kh0LcASMZxRfd9,4/22/19 19:05,1,"Again, we have to pay to turn in homework, thats not fair to broke college students.",3
R_1F5uVFg9FEOTo3G,10/9/18 13:13,4,"Again, what was and was not included in publisher1 kept changing. I still believe I was made to pay extra for a course that should have been included
",3
R_22t3L0SsoWp5kjF,10/20/18 21:01,6,"Again, when signing up for publisher1 it made it seem like a print textbook for my course would be sent to me free of charge, and I received no book. If I am going to pay extra money, how are those resources not more readily available, or at least at a much more discounted price? Please don't discredit these remarks. My fellow students will say the same thing though they may not fill out this survey. The resources offered with an product2 subscription NEED to be far more extensive than they are now. Thank you. ",1
R_1IWbA47YFZKWEYp,2/5/20 10:37,1,"Again, why $110 for 4 months access to a textbook? Do you justify this price by throwing in add-ons with the Product1 crap? Seems like a waste of money. ",3
R_1Fk6X1eaK6aTUsh,3/22/19 14:00,1,"ahh yes, lets make these students do all their homework online.... for $100!",1
R_eSgRXmM1aRCpidb,10/6/20 20:20,10,ahhh,1
R_3e3RVuz14WI2h1b,10/7/18 15:08,6,"algebra did not include much information within the book to help with assignments, gave only a couple of examples. Some problem types couldn't be found within the book",1
R_PXUbf3L6wFEl3DH,2/10/19 14:56,7,"All 5's because I have no preference over these features, or I have not tried to utilize them at all.",1
R_3lXkhNtjcC2ewJQ,3/18/20 17:31,9,All but one thing didn't work as intended,1
R_2fBTco0v5bcJGmn,9/18/18 15:43,5,all course textbooks should be available for print. I purchased product2 under false information that I could pay to have textbooks mailed for my classes but the after purchase found that only platform1 courses have the print textbook option very disappointed with that aspect of this service other than that im very pleased with publisher1,1
R_et7AtirKFJvGFXP,3/25/19 15:25,10,All I need is available in one spot!,1
R_2wNevQBXq7uZgXW,4/12/20 23:24,5,All I use is my book and the course.,4
R_1jiJ2Mv1Uwp0w6u,2/9/20 17:51,10,All in one place,4
R_3LebP61BFNn1VdB,3/29/20 11:36,9,All is good!,1
R_3Esb89afVAKjrxV,9/27/20 19:28,10,All is well.,1
R_2e2L4SwL4Lkrxbm,9/23/20 15:10,9,All learning tools are available ,1
R_5iHWdorUaVF1ftT,2/4/19 23:58,1,"All messed up and the support team aren't capable of solving problems. I have bought the product2 version (4 months) and I only have access to one course, all the others one I can't have access.",2
R_2S0PcG9pfvAKL10,1/17/19 18:41,3,"All my assignments are on platform2, but its not letting me link my account to platform2.",4
R_Xj4xMEBoCBt9OtX,9/23/20 18:31,10,All my books for class in one place and one price ,1
R_3O0l0IuXmX2dggX,4/18/20 8:14,10,All my books in one place. Perfect! ,1
R_2Wuldl1tQ9l2VXD,3/22/19 22:22,10,"All my courses have been easier to access, the study tools have been helpful as well ",1
R_vvFZvwFxYabkDqF,9/25/18 20:18,1,All my issues have been chronicled already.,4
